Date,Price,Open,High,Low,Vol.,Change %
12/23/2021,34500.00,34800.00,34900.00,33700.00,2.32M,0.67%
12/24/2021,35000.00,34500.00,35400.00,34500.00,1.53M,1.45%
12/27/2021,35300.00,35200.00,35500.00,35000.00,1.20M,0.86%
12/28/2021,35200.00,35500.00,35500.00,34900.00,1.36M,-0.28%
12/29/2021,35200.00,35550.00,35550.00,35100.00,1.58M,0.00%
12/30/2021,35400.00,35400.00,35700.00,35200.00,987.00K,0.57%
12/31/2021,37100.00,35600.00,37700.00,35500.00,4.86M,4.80%
1/4/2022,37400.00,37600.00,38000.00,37250.00,1.77M,0.81%
1/5/2022,37050.00,37900.00,37900.00,36900.00,1.92M,-0.94%
1/6/2022,38000.00,36500.00,38800.00,36250.00,6.00M,2.56%
1/7/2022,39200.00,38650.00,39450.00,37650.00,4.37M,3.16%
1/10/2022,38850.00,39200.00,40300.00,38800.00,3.18M,-0.89%
1/11/2022,39400.00,38800.00,39900.00,38300.00,4.28M,1.42%
1/12/2022,42150.00,39400.00,42150.00,39400.00,8.03M,6.98%
1/13/2022,44000.00,42500.00,45100.00,42500.00,9.66M,4.39%
1/14/2022,44250.00,43300.00,45100.00,43300.00,3.27M,0.57%
1/17/2022,43650.00,44000.00,47000.00,43600.00,7.74M,-1.36%
1/18/2022,44900.00,43400.00,45450.00,43400.00,4.85M,2.86%
1/19/2022,43650.00,45050.00,45800.00,43550.00,2.97M,-2.78%
1/20/2022,46700.00,43100.00,46700.00,42250.00,5.64M,6.99%
1/21/2022,47350.00,47050.00,48800.00,46500.00,4.57M,1.39%
1/24/2022,46900.00,46900.00,48500.00,46850.00,4.17M,-0.95%
1/25/2022,49000.00,46300.00,49000.00,45900.00,4.70M,4.48%
1/26/2022,48100.00,49500.00,49950.00,48100.00,4.05M,-1.84%
1/27/2022,47600.00,48000.00,48500.00,47400.00,1.92M,-1.04%
1/28/2022,47950.00,47600.00,49000.00,47300.00,2.96M,0.74%
2/7/2022,47400.00,48400.00,48600.00,47200.00,3.48M,-1.15%
2/8/2022,47350.00,47400.00,48400.00,46500.00,2.67M,-0.11%
2/9/2022,48400.00,47300.00,48900.00,47000.00,4.56M,2.22%
2/10/2022,48400.00,48600.00,48900.00,48000.00,2.74M,0.00%
2/11/2022,47900.00,48200.00,48500.00,47800.00,1.72M,-1.03%
2/14/2022,44750.00,47200.00,47600.00,44750.00,7.13M,-6.58%
2/15/2022,46200.00,44850.00,46300.00,44400.00,3.69M,3.24%
2/16/2022,45150.00,46100.00,46100.00,44700.00,2.80M,-2.27%
2/17/2022,46000.00,45700.00,46000.00,44700.00,1.79M,1.88%
2/18/2022,44700.00,45450.00,46050.00,44700.00,3.00M,-2.83%
2/21/2022,45250.00,44800.00,45450.00,43700.00,2.96M,1.23%
2/22/2022,46000.00,44900.00,46000.00,44700.00,2.29M,1.66%
2/23/2022,45600.00,46500.00,46900.00,45500.00,2.95M,-0.87%
2/24/2022,44600.00,45300.00,45550.00,43600.00,3.39M,-2.19%
2/25/2022,44550.00,44600.00,45600.00,44500.00,2.35M,-0.11%
2/28/2022,43700.00,44300.00,44550.00,43700.00,2.70M,-1.91%
3/1/2022,44100.00,43750.00,45000.00,43600.00,2.40M,0.92%
3/2/2022,42450.00,43700.00,44000.00,42350.00,3.09M,-3.74%
3/3/2022,42800.00,42350.00,43200.00,42000.00,2.47M,0.82%
3/4/2022,43300.00,42800.00,43500.00,42500.00,1.66M,1.17%
3/7/2022,42250.00,42800.00,42800.00,42150.00,2.27M,-2.42%
3/8/2022,41600.00,41800.00,42550.00,41400.00,2.59M,-1.54%
3/9/2022,40500.00,41600.00,41900.00,40500.00,1.97M,-2.64%
3/10/2022,40950.00,41500.00,42000.00,40950.00,1.56M,1.11%
3/11/2022,41850.00,40950.00,41850.00,40950.00,1.48M,2.20%
3/14/2022,41300.00,41850.00,42200.00,41300.00,1.34M,-1.31%
3/15/2022,42100.00,41300.00,42200.00,41000.00,1.52M,1.94%
3/16/2022,41600.00,42300.00,42300.00,41500.00,1.33M,-1.19%
3/17/2022,43500.00,42200.00,44250.00,41000.00,5.82M,4.57%
3/18/2022,43900.00,43700.00,44600.00,43500.00,2.79M,0.92%
3/21/2022,43800.00,43900.00,44100.00,43300.00,1.28M,-0.23%
3/22/2022,43500.00,43800.00,43950.00,43200.00,2.83M,-0.68%
3/23/2022,43400.00,43450.00,44400.00,43150.00,2.00M,-0.23%
3/24/2022,43100.00,43400.00,43450.00,43000.00,1.29M,-0.69%
3/25/2022,43450.00,43150.00,43850.00,42600.00,1.97M,0.81%
3/28/2022,41600.00,43000.00,43450.00,41450.00,3.98M,-4.26%
3/29/2022,42400.00,41700.00,42500.00,41500.00,1.73M,1.92%
3/30/2022,43550.00,42100.00,45000.00,41700.00,3.51M,2.71%
3/31/2022,43500.00,43750.00,43950.00,43400.00,1.44M,-0.11%
4/1/2022,44350.00,43500.00,44500.00,43400.00,3.17M,1.95%
4/4/2022,44250.00,44950.00,44950.00,44250.00,2.08M,-0.23%
4/5/2022,43300.00,43500.00,43800.00,43150.00,2.91M,-2.15%
4/6/2022,43500.00,43000.00,43800.00,42650.00,3.24M,0.46%
4/7/2022,43050.00,43500.00,44350.00,43050.00,3.15M,-1.03%
4/8/2022,41900.00,43000.00,43200.00,41800.00,3.15M,-2.67%
4/12/2022,40450.00,42300.00,42300.00,40450.00,3.19M,-3.46%
4/13/2022,40900.00,40500.00,41400.00,40100.00,2.00M,1.11%
4/14/2022,40500.00,41400.00,41400.00,40500.00,1.89M,-0.98%
4/15/2022,39300.00,40600.00,41200.00,39000.00,2.51M,-2.96%
4/18/2022,37950.00,39550.00,39700.00,37800.00,2.82M,-3.44%
4/19/2022,37950.00,38350.00,39200.00,37500.00,2.32M,0.00%
4/20/2022,37950.00,37950.00,38800.00,37850.00,1.46M,0.00%
4/21/2022,38500.00,37900.00,38750.00,37650.00,2.09M,1.45%
4/22/2022,38500.00,38600.00,39100.00,38000.00,2.63M,0.00%
4/25/2022,35850.00,38500.00,38600.00,35850.00,2.95M,-6.88%
4/26/2022,36900.00,35150.00,37250.00,35150.00,1.86M,2.93%
4/27/2022,37200.00,37000.00,37500.00,36450.00,748.10K,0.81%
4/28/2022,36700.00,37200.00,37200.00,36700.00,974.90K,-1.34%
4/29/2022,37250.00,36850.00,37750.00,36800.00,1.52M,1.50%
5/4/2022,37250.00,37250.00,37700.00,36950.00,1.56M,0.00%
5/5/2022,38200.00,37600.00,38200.00,37000.00,1.99M,2.55%
5/6/2022,37000.00,37350.00,37850.00,37000.00,1.58M,-3.14%
5/9/2022,34450.00,36600.00,36900.00,34450.00,2.41M,-6.89%
5/10/2022,35800.00,34100.00,35900.00,33500.00,1.73M,3.92%
5/11/2022,36100.00,35750.00,36100.00,35050.00,862.90K,0.84%
5/12/2022,33600.00,35400.00,35800.00,33600.00,1.51M,-6.93%
5/13/2022,31800.00,33800.00,34000.00,31800.00,2.35M,-5.36%
5/16/2022,32200.00,33200.00,33250.00,32200.00,1.28M,1.26%
5/17/2022,34450.00,32500.00,34450.00,32050.00,1.12M,6.99%
5/18/2022,34900.00,34900.00,35500.00,34200.00,1.29M,1.31%
5/19/2022,34650.00,34000.00,35000.00,33900.00,895.10K,-0.72%
5/20/2022,34500.00,34400.00,34900.00,34300.00,1.13M,-0.43%
5/23/2022,33350.00,34400.00,34700.00,33000.00,1.00M,-3.33%
5/24/2022,33750.00,33700.00,33850.00,33100.00,768.00K,1.20%
5/25/2022,34900.00,34000.00,35100.00,34000.00,1.07M,3.41%
5/26/2022,35100.00,35600.00,35750.00,35000.00,1.19M,0.57%
5/27/2022,35300.00,35100.00,35400.00,34900.00,891.00K,0.57%
5/30/2022,35750.00,35500.00,35850.00,35200.00,1.09M,1.27%
5/31/2022,35300.00,35500.00,35600.00,35000.00,1.03M,-1.26%
6/1/2022,35150.00,35100.00,35550.00,34950.00,1.07M,-0.42%
6/2/2022,34700.00,35150.00,35200.00,34500.00,905.20K,-1.28%
6/3/2022,34350.00,34700.00,34750.00,34000.00,570.70K,-1.01%
6/6/2022,34200.00,34350.00,34650.00,33800.00,918.80K,-0.44%
6/7/2022,33600.00,34100.00,34200.00,33100.00,1.17M,-1.75%
6/8/2022,34300.00,33700.00,34800.00,33650.00,982.90K,2.08%
6/9/2022,34500.00,34350.00,34750.00,34100.00,394.40K,0.58%
6/10/2022,33800.00,34050.00,34300.00,33800.00,786.00K,-2.03%
6/13/2022,31950.00,33050.00,33350.00,31950.00,1.45M,-5.47%
6/14/2022,32300.00,31900.00,32800.00,31100.00,1.18M,1.10%
6/15/2022,32000.00,32000.00,32500.00,31000.00,1.37M,-0.93%
6/16/2022,32300.00,32000.00,32800.00,32000.00,1.29M,0.94%
6/17/2022,31600.00,31950.00,31950.00,31200.00,1.22M,-2.17%
6/20/2022,29500.00,31700.00,31800.00,29500.00,972.60K,-6.65%
6/21/2022,30300.00,29100.00,30650.00,28950.00,1.40M,2.71%
6/22/2022,30500.00,30300.00,31600.00,29800.00,1.53M,0.66%
6/23/2022,31000.00,30500.00,31000.00,30050.00,422.30K,1.64%
6/24/2022,31200.00,31200.00,32250.00,31100.00,1.33M,0.65%
6/27/2022,31750.00,31300.00,31800.00,31150.00,826.30K,1.76%
6/28/2022,33650.00,31600.00,33950.00,31600.00,2.41M,5.98%
6/29/2022,34900.00,33000.00,34900.00,33000.00,2.34M,3.71%
6/30/2022,33500.00,35000.00,35000.00,33500.00,1.50M,-4.01%
7/1/2022,35050.00,32900.00,35700.00,32100.00,3.52M,4.63%
7/4/2022,35050.00,35500.00,35750.00,34900.00,1.83M,0.00%
7/5/2022,36300.00,35050.00,37500.00,35000.00,4.93M,3.57%
7/6/2022,35600.00,35800.00,36900.00,35500.00,2.73M,-1.93%
7/7/2022,36300.00,35400.00,36650.00,34300.00,2.82M,1.97%
7/8/2022,35000.00,36400.00,36450.00,35000.00,1.98M,-3.58%
7/11/2022,34500.00,34900.00,35150.00,33000.00,2.06M,-1.43%
7/12/2022,36400.00,34350.00,36500.00,34200.00,1.67M,5.51%
7/13/2022,36050.00,36200.00,37200.00,35800.00,2.66M,-0.96%
7/14/2022,36150.00,35800.00,36900.00,35750.00,1.50M,0.28%
7/15/2022,35800.00,36100.00,36750.00,35800.00,1.39M,-0.97%
7/18/2022,35500.00,36000.00,36000.00,35400.00,1.70M,-0.84%
7/19/2022,35650.00,35500.00,35850.00,35000.00,976.90K,0.42%
7/20/2022,36400.00,36200.00,36900.00,35950.00,1.59M,2.10%
7/21/2022,36500.00,36200.00,36850.00,36200.00,1.52M,0.27%
7/22/2022,35500.00,36900.00,36900.00,35500.00,1.25M,-2.74%
7/25/2022,35400.00,35500.00,35900.00,34800.00,1.20M,-0.28%
7/26/2022,35550.00,35800.00,36000.00,35500.00,885.80K,0.42%
7/27/2022,35550.00,35550.00,35650.00,35000.00,725.20K,0.00%
7/28/2022,36500.00,36000.00,36850.00,35700.00,2.05M,2.67%
7/29/2022,37300.00,36700.00,37900.00,36650.00,4.17M,2.19%
8/1/2022,39000.00,37400.00,39000.00,37300.00,3.37M,4.56%
8/2/2022,38500.00,38600.00,39000.00,38200.00,1.95M,-1.28%
8/3/2022,39300.00,37950.00,39300.00,37900.00,2.15M,2.08%
8/4/2022,39300.00,39300.00,39650.00,38500.00,2.42M,0.00%
8/5/2022,39000.00,39200.00,39200.00,38500.00,1.03M,-0.76%
8/8/2022,38800.00,39000.00,39250.00,38700.00,987.90K,-0.51%
8/9/2022,38650.00,38800.00,39200.00,38600.00,1.57M,-0.39%
8/10/2022,38400.00,38500.00,38800.00,38400.00,987.00K,-0.65%
8/11/2022,38300.00,39000.00,39300.00,38200.00,1.74M,-0.26%
8/12/2022,39200.00,38300.00,39200.00,38150.00,1.64M,2.35%
8/15/2022,41000.00,39300.00,41150.00,39300.00,3.77M,4.59%
8/16/2022,40500.00,40950.00,41100.00,40500.00,981.40K,-1.22%
8/17/2022,40000.00,40500.00,40600.00,40000.00,1.39M,-1.23%
8/18/2022,39600.00,39700.00,40100.00,39600.00,1.48M,-1.00%
8/19/2022,39350.00,39550.00,40000.00,39200.00,1.45M,-0.63%
8/22/2022,38450.00,39350.00,39350.00,38350.00,1.76M,-2.29%
8/23/2022,39500.00,38350.00,39500.00,38200.00,1.73M,2.73%
8/24/2022,39300.00,39700.00,39800.00,38950.00,969.80K,-0.51%
8/25/2022,39300.00,39000.00,39500.00,38950.00,1.27M,0.00%
8/26/2022,39400.00,39300.00,40150.00,39300.00,2.01M,0.25%
8/29/2022,39000.00,38600.00,39300.00,38150.00,1.35M,-1.02%
8/30/2022,39800.00,39050.00,40450.00,39000.00,2.33M,2.05%
8/31/2022,40000.00,39800.00,40200.00,39600.00,1.62M,0.50%
9/5/2022,39500.00,40000.00,40050.00,39250.00,803.80K,-1.25%
9/6/2022,40050.00,39500.00,40550.00,39450.00,1.78M,1.39%
9/7/2022,37800.00,39900.00,39900.00,37800.00,3.01M,-5.62%
9/8/2022,36700.00,37900.00,38350.00,36600.00,2.19M,-2.91%
9/9/2022,37000.00,36700.00,37100.00,36150.00,1.11M,0.82%
9/12/2022,36900.00,37000.00,37500.00,36800.00,937.80K,-0.27%
9/13/2022,36800.00,36900.00,37250.00,36650.00,840.20K,-0.27%
9/14/2022,36500.00,36000.00,36500.00,35950.00,933.10K,-0.82%
9/15/2022,35750.00,36500.00,36800.00,35650.00,1.95M,-2.05%
9/16/2022,35500.00,36000.00,36200.00,35500.00,974.90K,-0.70%
9/19/2022,34200.00,35450.00,35450.00,34100.00,1.28M,-3.66%
9/20/2022,35150.00,34300.00,35250.00,34300.00,1.12M,2.78%
9/21/2022,34750.00,34800.00,35100.00,34750.00,495.40K,-1.14%
9/22/2022,35150.00,34550.00,35300.00,34450.00,977.30K,1.15%
9/23/2022,34750.00,35600.00,35600.00,34500.00,785.40K,-1.14%
9/26/2022,33400.00,34100.00,34250.00,32400.00,2.02M,-3.88%
9/27/2022,33700.00,33500.00,34050.00,33000.00,607.30K,0.90%
9/28/2022,33500.00,33700.00,33900.00,33350.00,777.90K,-0.59%
9/29/2022,33500.00,34000.00,34100.00,33450.00,1.00M,0.00%
9/30/2022,33900.00,32800.00,33900.00,32300.00,1.82M,1.19%
10/3/2022,31550.00,33100.00,33600.00,31550.00,1.57M,-6.93%
10/4/2022,31000.00,32000.00,32050.00,30900.00,1.20M,-1.74%
10/5/2022,31800.00,31800.00,32000.00,31300.00,516.10K,2.58%
10/6/2022,31000.00,31950.00,31950.00,31000.00,915.80K,-2.52%
10/7/2022,29200.00,30500.00,30600.00,28900.00,1.72M,-5.81%
10/10/2022,30000.00,28150.00,30450.00,28000.00,1.00M,2.74%
10/11/2022,28500.00,30000.00,30000.00,28500.00,907.90K,-5.00%
10/12/2022,30450.00,29000.00,30450.00,28700.00,1.48M,6.84%
10/13/2022,32450.00,30550.00,32450.00,30450.00,1.41M,6.57%
10/14/2022,33000.00,33000.00,33200.00,32600.00,1.72M,1.69%
10/17/2022,32700.00,32950.00,32950.00,31700.00,1.09M,-0.91%
10/18/2022,32800.00,33000.00,33450.00,32700.00,882.40K,0.31%
10/19/2022,33000.00,32800.00,33500.00,32400.00,753.30K,0.61%
10/20/2022,33150.00,32600.00,34000.00,32500.00,1.48M,0.45%
10/21/2022,32600.00,33150.00,33150.00,32100.00,1.66M,-1.66%
10/24/2022,30350.00,32950.00,32950.00,30350.00,1.37M,-6.90%
10/25/2022,31300.00,30000.00,32450.00,29300.00,1.46M,3.13%
10/26/2022,31700.00,31500.00,32500.00,31300.00,684.00K,1.28%
10/27/2022,33900.00,31800.00,33900.00,31800.00,2.03M,6.94%
10/28/2022,33800.00,34300.00,34950.00,33800.00,2.11M,-0.29%
10/31/2022,34550.00,33800.00,34850.00,33700.00,2.66M,2.22%
11/1/2022,34050.00,34600.00,35150.00,34000.00,1.62M,-1.45%
11/2/2022,33700.00,34050.00,34350.00,33550.00,1.33M,-1.03%
11/3/2022,33000.00,33150.00,33800.00,33000.00,1.13M,-2.08%
11/4/2022,33300.00,33000.00,33650.00,31550.00,2.38M,0.91%
11/7/2022,33300.00,32800.00,34100.00,32800.00,1.58M,0.00%
11/8/2022,34900.00,33000.00,35000.00,33000.00,3.08M,4.80%
11/9/2022,36150.00,35100.00,36800.00,35050.00,4.50M,3.58%
11/10/2022,34700.00,35950.00,35950.00,33650.00,2.50M,-4.01%
11/11/2022,36000.00,36000.00,36500.00,35400.00,2.17M,3.75%
11/14/2022,35900.00,35600.00,36900.00,34900.00,1.33M,-0.28%
11/15/2022,33400.00,35000.00,35750.00,33400.00,1.89M,-6.96%
11/16/2022,35700.00,31900.00,35700.00,31550.00,1.60M,6.89%
11/17/2022,35650.00,36200.00,36500.00,35500.00,1.49M,-0.14%
11/18/2022,35950.00,35650.00,36050.00,34000.00,1.38M,0.84%
11/21/2022,35500.00,36500.00,36500.00,35500.00,1.29M,-1.25%
11/22/2022,36450.00,34600.00,36750.00,34600.00,2.11M,2.68%
11/23/2022,37400.00,36400.00,38000.00,35950.00,2.42M,2.61%
11/24/2022,38000.00,37200.00,38400.00,36800.00,1.79M,1.60%
11/25/2022,40000.00,38400.00,40000.00,38200.00,2.56M,5.26%
11/28/2022,39500.00,40000.00,40600.00,39000.00,2.61M,-1.25%
11/29/2022,41000.00,39500.00,41000.00,38850.00,2.55M,3.80%
11/30/2022,41100.00,41000.00,42300.00,39500.00,2.05M,0.24%
12/1/2022,39000.00,41100.00,41500.00,39000.00,1.94M,-5.11%
12/2/2022,41200.00,39000.00,41300.00,38950.00,1.50M,5.64%
12/5/2022,41250.00,41400.00,42000.00,40550.00,1.67M,0.12%
12/6/2022,39100.00,41100.00,41100.00,39100.00,2.67M,-5.21%
12/7/2022,39000.00,39500.00,39500.00,38500.00,1.80M,-0.26%
12/8/2022,39000.00,39200.00,41200.00,38800.00,2.73M,0.00%
12/9/2022,39200.00,38900.00,39500.00,38300.00,1.62M,0.51%
12/12/2022,38100.00,39400.00,39900.00,38100.00,1.98M,-2.81%
12/13/2022,38700.00,38050.00,39500.00,38050.00,1.71M,1.57%
12/14/2022,38800.00,39700.00,39700.00,38800.00,659.40K,0.26%
12/15/2022,39000.00,38600.00,39850.00,38600.00,1.46M,0.52%
12/16/2022,38900.00,38650.00,39500.00,38650.00,1.00M,-0.26%
12/19/2022,38800.00,38800.00,40500.00,38800.00,1.92M,-0.26%
12/20/2022,38500.00,38800.00,39000.00,37500.00,1.65M,-0.77%
12/21/2022,38600.00,38850.00,39600.00,38450.00,1.43M,0.26%
12/22/2022,39000.00,38850.00,39900.00,38750.00,1.34M,1.04%
12/23/2022,39000.00,39500.00,39500.00,39000.00,690.60K,0.00%
12/26/2022,38800.00,39000.00,39100.00,38750.00,1.26M,-0.51%
12/27/2022,40000.00,38800.00,40000.00,38700.00,1.50M,3.09%
12/28/2022,41900.00,40100.00,42400.00,39600.00,3.69M,4.75%
12/29/2022,40000.00,42000.00,42100.00,40000.00,1.27M,-4.53%
12/30/2022,38600.00,40250.00,41500.00,38600.00,2.62M,-3.50%
1/3/2023,41200.00,39300.00,41200.00,39050.00,1.73M,6.74%
1/4/2023,40800.00,41200.00,42200.00,40400.00,2.07M,-0.97%
1/5/2023,40750.00,41000.00,41100.00,40250.00,1.18M,-0.12%
1/6/2023,41650.00,40750.00,42450.00,40600.00,3.40M,2.21%
1/9/2023,41000.00,42200.00,42200.00,40850.00,1.33M,-1.56%
1/10/2023,41300.00,41600.00,41700.00,40750.00,924.00K,0.73%
1/11/2023,41250.00,41600.00,42200.00,40900.00,1.53M,-0.12%
1/12/2023,41450.00,41350.00,41950.00,41000.00,708.20K,0.48%
1/13/2023,41800.00,41600.00,42200.00,41600.00,1.63M,0.84%
1/16/2023,44700.00,42000.00,44700.00,41950.00,4.74M,6.94%
1/17/2023,44950.00,45000.00,45300.00,44600.00,1.50M,0.56%
1/18/2023,45100.00,44900.00,45550.00,44800.00,1.83M,0.33%
1/19/2023,45950.00,45100.00,46300.00,44950.00,1.66M,1.88%
1/27/2023,44550.00,46500.00,46600.00,44500.00,1.73M,-3.05%
1/30/2023,44500.00,44000.00,44900.00,44000.00,1.21M,-0.11%
1/31/2023,45100.00,44250.00,45100.00,43550.00,1.64M,1.35%
2/1/2023,42800.00,45350.00,45500.00,42600.00,2.51M,-5.10%
2/2/2023,43150.00,42750.00,43600.00,42100.00,2.86M,0.82%
2/3/2023,43350.00,43500.00,43800.00,43150.00,1.38M,0.46%
2/6/2023,45000.00,43300.00,45000.00,42900.00,1.75M,3.81%
2/7/2023,43800.00,45000.00,45350.00,43700.00,1.57M,-2.67%
2/8/2023,44500.00,43900.00,45250.00,43900.00,1.80M,1.60%
2/9/2023,44000.00,44500.00,45000.00,44000.00,1.18M,-1.12%
2/10/2023,42950.00,44400.00,44550.00,42950.00,1.40M,-2.39%
2/13/2023,44400.00,42950.00,44400.00,42950.00,1.59M,3.38%
2/14/2023,43400.00,44500.00,44500.00,43300.00,1.33M,-2.25%
2/15/2023,44000.00,43150.00,44450.00,43150.00,604.60K,1.38%
2/16/2023,45000.00,44700.00,45000.00,44000.00,1.07M,2.27%
2/17/2023,45800.00,45000.00,45800.00,44950.00,1.49M,1.78%
2/20/2023,47200.00,45800.00,47350.00,45800.00,1.51M,3.06%
2/21/2023,46250.00,47200.00,47300.00,46250.00,996.60K,-2.01%
2/22/2023,45000.00,45850.00,46000.00,45000.00,994.10K,-2.70%
2/23/2023,45550.00,44950.00,45550.00,43700.00,1.28M,1.22%
2/24/2023,44600.00,45050.00,45550.00,44400.00,497.90K,-2.09%
2/27/2023,44250.00,44500.00,44500.00,43600.00,939.20K,-0.78%
2/28/2023,44100.00,44250.00,44600.00,44050.00,257.60K,-0.34%
3/1/2023,45650.00,44000.00,45650.00,43800.00,740.90K,3.51%
3/2/2023,46400.00,45650.00,46500.00,45400.00,976.20K,1.64%
3/3/2023,45900.00,46400.00,46500.00,45250.00,735.40K,-1.08%
3/6/2023,45800.00,45900.00,47000.00,45300.00,864.90K,-0.22%
3/7/2023,46900.00,45500.00,47100.00,45500.00,1.63M,2.40%
3/8/2023,48000.00,46400.00,48000.00,45900.00,1.23M,2.35%
3/9/2023,47650.00,48000.00,48000.00,47050.00,1.17M,-0.73%
3/10/2023,47150.00,47450.00,47450.00,46950.00,862.20K,-1.05%
3/13/2023,46250.00,46600.00,46900.00,46250.00,933.70K,-1.91%
3/14/2023,45050.00,46100.00,46350.00,44750.00,1.44M,-2.59%
3/15/2023,46800.00,46000.00,47400.00,45450.00,628.40K,3.88%
3/16/2023,46250.00,46050.00,46900.00,46050.00,875.70K,-1.18%
3/17/2023,46300.00,47000.00,47000.00,46000.00,310.70K,0.11%
3/20/2023,45350.00,46000.00,46000.00,45000.00,585.80K,-2.05%
3/21/2023,45350.00,45400.00,45750.00,44800.00,741.60K,0.00%
3/22/2023,46100.00,45750.00,46200.00,45450.00,560.80K,1.65%
3/23/2023,45900.00,45300.00,46000.00,45300.00,414.90K,-0.43%
3/24/2023,45550.00,45900.00,46300.00,45500.00,364.60K,-0.76%
3/27/2023,46000.00,45550.00,46150.00,45000.00,672.20K,0.99%
3/28/2023,46000.00,46500.00,46800.00,46000.00,504.00K,0.00%
3/29/2023,46200.00,46000.00,46350.00,45550.00,303.10K,0.43%
3/30/2023,46200.00,46250.00,46600.00,46200.00,699.70K,0.00%
3/31/2023,46200.00,46200.00,47000.00,46050.00,643.70K,0.00%
4/3/2023,45900.00,46650.00,46800.00,45800.00,1.26M,-0.65%
4/4/2023,46000.00,45900.00,46150.00,45700.00,889.60K,0.22%
4/5/2023,45500.00,46000.00,46300.00,45300.00,1.36M,-1.09%
4/6/2023,46000.00,45500.00,46500.00,45300.00,1.51M,1.10%
4/7/2023,45650.00,45750.00,46000.00,45500.00,731.90K,-0.76%
4/10/2023,44700.00,45800.00,45800.00,44700.00,1.81M,-2.08%
4/11/2023,44400.00,44450.00,44650.00,44150.00,1.23M,-0.67%
4/12/2023,44400.00,44500.00,44800.00,44200.00,775.50K,0.00%
4/13/2023,44950.00,44400.00,45000.00,44400.00,779.00K,1.24%
4/14/2023,44450.00,45000.00,45000.00,44450.00,618.70K,-1.11%
4/17/2023,45000.00,44450.00,45100.00,44400.00,716.60K,1.24%
4/18/2023,44600.00,44800.00,45000.00,44300.00,639.70K,-0.89%
4/19/2023,44400.00,44750.00,44750.00,44200.00,452.10K,-0.45%
4/20/2023,44600.00,44350.00,44600.00,44150.00,256.90K,0.45%
4/21/2023,44200.00,44600.00,44600.00,44200.00,354.50K,-0.90%
4/24/2023,43700.00,44200.00,44200.00,43700.00,462.90K,-1.13%
4/25/2023,43550.00,43600.00,43900.00,43150.00,539.20K,-0.34%
4/26/2023,44100.00,43500.00,44300.00,43200.00,405.10K,1.26%
4/27/2023,43900.00,44100.00,44100.00,43500.00,163.10K,-0.45%
4/28/2023,43500.00,43950.00,44100.00,43500.00,414.60K,-0.91%
5/4/2023,43750.00,43500.00,44200.00,43300.00,376.50K,0.57%
5/5/2023,43450.00,43800.00,43850.00,43450.00,296.50K,-0.69%
5/8/2023,44700.00,43550.00,45500.00,43550.00,1.13M,2.88%
5/9/2023,45100.00,44700.00,45350.00,44700.00,650.90K,0.89%
5/10/2023,45000.00,45300.00,45300.00,44500.00,595.00K,-0.22%
5/11/2023,45000.00,45000.00,45250.00,44800.00,510.50K,0.00%
5/12/2023,45000.00,45000.00,45100.00,44550.00,428.30K,0.00%
5/15/2023,44900.00,46000.00,46000.00,44900.00,435.50K,-0.22%
5/16/2023,45000.00,45100.00,45100.00,44750.00,429.20K,0.22%
5/17/2023,44800.00,45000.00,45100.00,44800.00,865.90K,-0.44%
5/18/2023,44650.00,44900.00,44950.00,44500.00,514.70K,-0.33%
5/19/2023,44400.00,44600.00,44950.00,44300.00,603.20K,-0.56%
5/22/2023,44400.00,44400.00,44950.00,44400.00,607.80K,0.00%
5/23/2023,43850.00,44900.00,44900.00,43850.00,753.50K,-1.24%
5/24/2023,43500.00,44000.00,44000.00,43500.00,767.10K,-0.80%
5/25/2023,43750.00,43500.00,44000.00,43450.00,655.40K,0.57%
5/26/2023,43400.00,44100.00,44100.00,43400.00,544.80K,-0.80%
5/29/2023,43900.00,43950.00,43950.00,43400.00,668.10K,1.15%
5/30/2023,43800.00,44000.00,44000.00,43600.00,800.80K,-0.23%
5/31/2023,44000.00,43800.00,44000.00,43550.00,770.80K,0.46%
6/1/2023,43900.00,44000.00,44000.00,43650.00,617.90K,-0.23%
6/2/2023,44700.00,44000.00,44900.00,44000.00,1.20M,1.82%
6/5/2023,44700.00,44900.00,45350.00,44700.00,959.10K,0.00%
6/6/2023,44800.00,45000.00,45000.00,44300.00,846.10K,0.22%
6/7/2023,44350.00,44800.00,44900.00,44350.00,967.70K,-1.00%
6/8/2023,43700.00,44400.00,44500.00,43700.00,1.66M,-1.47%
6/9/2023,43450.00,43800.00,44050.00,43100.00,1.29M,-0.57%
6/12/2023,43650.00,43600.00,43650.00,43000.00,1.13M,0.46%
6/13/2023,44350.00,43700.00,44500.00,43650.00,1.33M,1.60%
6/14/2023,44000.00,44600.00,44700.00,44000.00,1.33M,-0.79%
6/15/2023,43850.00,43900.00,44200.00,43700.00,823.40K,-0.34%
6/16/2023,43700.00,44300.00,44500.00,43650.00,1.44M,-0.34%
6/19/2023,43300.00,43800.00,43850.00,43300.00,796.00K,-0.92%
6/20/2023,43500.00,43450.00,43500.00,43150.00,812.70K,0.46%
6/21/2023,43400.00,43500.00,44000.00,43300.00,812.80K,-0.23%
6/22/2023,43950.00,43700.00,44050.00,43400.00,1.28M,1.27%
6/23/2023,44300.00,43900.00,44950.00,43700.00,1.91M,0.80%
